ID Cliente	Zona	Pa√≠	Tipo de producto	Canal de venta	Prioridad	Fecha pedido	ID Pedido	Fecha env√≠	Unidades	Precio Unitario	Coste unitario	Importe venta total	Importe Coste total
C1932	¡frica	Syria	Bebida	Online	Media	44652	998791825	44660	6379	9,33	31,79	422732,05	283217,11
C1933	Australia y Ocean√≠	Australia	Ropa	Online	Baja	44525	998791825	44555	7154	421,89	35,84	572627,2	187801,6
C1934	¡frica	Cote d'Ivoire	Material de oficina	Offline	Alta	43888	998791825	43890	2299	9,33	524,96	164756,13	132814,88
C1935	Centroam√©rica y Carib	Dominican Republic	Frutas	Online	Baja	44199	998791825	44202	6039	109,28	6,92	16476,78	12220,72
C1936	¡frica	Rwanda	Cosm√©tico	Online	Media	43932	998791825	43958	9628	154,06	263,33	4209361,6	2535341,24
C1937	¡frica	Chad	Material de oficina	Offline	Alta	44316	998791825	44366	6353	47,45	524,96	467568,78	376921,28
C1938	¡frica	Kenya	Dom√©stic	Online	Baja	44640	998791825	44657	6531	47,45	502,54	2637661,69	1983525,38
C1939	Centroam√©rica y Carib	Belize	Alimento infantil	Offline	Cr√≠tic	44863	998791825	44875	2510	255,28	159,42	1342262,24	838230,36
C194	Asia	Mongolia	C√°rnico	Online	Media	44780	261186492	44790	8678	421,89	364,69	3661161,42	3164779,82
C1940	Australia y Ocean√≠	Palau	Alimento infantil	Offline	Alta	44044	998791825	44072	3671	154,06	159,42	670110	418477,5
C1941	¡frica	Equatorial Guinea	C√°rnico	Online	Alta	44001	998791825	44050	1424	81,73	364,69	443828,28	383653,88
C1942	Asia	Kyrgyzstan	Alimento infantil	Online	Alta	44610	998791825	44630	4212	668,27	159,42	1933746	1207606,5
C1943	Asia	Bangladesh	Frutas	Online	Media	44328	998791825	44356	2509	205,7	6,92	58433,79	43339,96
C1944	Asia	Bhutan	C√°rnico	Online	Cr√≠tic	43847	998791825	43868	3819	81,73	364,69	1355110,68	1171384,28
C1945	Europa	Macedonia	Frutas	Online	Baja	44527	998791825	44562	7679	668,27	6,92	14498,82	10753,68
C1946	Australia y Ocean√≠	Samoa 	Ropa	Offline	Media	44743	998791825	44761	656	109,28	35,84	704856	231168
C1947	Europa	Austria	Verduras	Offline	Baja	44584	998791825	44595	1348	437,2	90,93	14019,46	8274,63
C1948	Europa	Italy	Bebida	Online	Media	44286	998791825	44299	5386	154,06	31,79	318009,9	213056,58
C1949	¡frica	Bahrain	Bebida	Offline	Baja	44750	998791825	44765	431	154,06	31,79	357678,1	239633,02
C195	Australia y Ocean√≠	Solomon Islands	Frutas	Offline	Alta	44662	263930499	44708	9207	9,33	6,92	85901,31	63712,44
C1950	Australia y Ocean√≠	Australia	Alimento infantil	Online	Baja	43897	998791825	43917	1174	651,21	159,42	1502067,52	938027,28
C1951	¡frica	Nigeria	Verduras	Online	Alta	44490	998791825	44507	4340	421,89	90,93	317055,48	187133,94
C1952	Europa	Spain	Cuidado personal	Online	Baja	44219	998791825	44232	3684	668,27	56,67	687185,84	476481,36
C1953	Europa	Hungary	Dom√©stic	Online	Alta	44575	998791825	44625	4991	152,58	502,54	2883585,05	2168460,1
C1954	Europa	Bosnia and Herzegovina	Cereales	Online	Baja	44064	998791825	44096	1080	109,28	117,11	244577,3	139243,79
C1955	Asia	South Korea	Cuidado personal	Offline	Media	43948	998791825	43953	6798	437,2	56,67	610768,29	423494,91
C1956	¡frica	The Gambia	Dom√©stic	Offline	Alta	44593	998791825	44621	4025	47,45	502,54	2433171,07	1829748,14
C1957	Europa	Norway	Ropa	Online	Media	43902	998791825	43946	6674	154,06	35,84	786597,44	257976,32
C1958	Norteam√©ric	Mexico	Cosm√©tico	Online	Cr√≠tic	44099	998791825	44112	5685	437,2	263,33	3356821,6	2021847,74
C1959	Europa	France	Verduras	Online	Alta	43903	998791825	43937	4033	81,73	90,93	254353,06	150125,43
C196	¡frica	Mauritania	Cosm√©tico	Offline	Baja	44250	264075124	44274	2783	437,2	263,33	1216727,6	732847,39
C1960	Centroam√©rica y Carib	Belize	Verduras	Offline	Media	44266	998791825	44281	1723	9,33	90,93	1188572,9	701524,95
C1961	¡frica	Malawi	Material de oficina	Offline	Alta	44722	998791825	44729	790	437,2	524,96	976163,79	786915,04
C1962	Asia	India	C√°rnico	Offline	Baja	43907	998791825	43928	303	668,27	364,69	280134,96	242154,16
C1963	Asia	Tajikistan	Dom√©stic	Offline	Baja	44259	998791825	44267	1359	47,45	502,54	6618546,08	4977156,16
C1964	Europa	Finland	Snacks	Offline	Baja	44184	998791825	44217	2089	152,58	97,44	906477,78	578891,04
C1965	¡frica	Rwanda	Ropa	Offline	Media	44849	998791825	44896	2653	651,21	35,84	276587,68	90711,04
C1966	Centroam√©rica y Carib	Belize	Cosm√©tico	Online	Alta	44433	998791825	44447	245	668,27	263,33	2387112	1437781,8
C1967	¡frica	Malawi	Bebida	Offline	Baja	43872	998791825	43911	4087	9,33	31,79	357962,8	239823,76
C1968	Asia	India	Verduras	Offline	Alta	44249	998791825	44289	435	255,28	90,93	559699,98	330348,69
C1969	Asia	Tajikistan	Cosm√©tico	Offline	Media	44185	998791825	44205	7575	152,58	263,33	2451380,4	1476491,31
C197	Asia	South Korea	Verduras	Online	Media	44707	264956605	44755	3162	154,06	90,93	487137,72	287520,66
C1970	Europa	Finland	Cuidado personal	Online	Cr√≠tic	44535	998791825	44584	824	47,45	56,67	602840,48	417997,92
C1971	¡frica	Rwanda	Frutas	Online	Media	44733	998791825	44766	7531	154,06	6,92	92217,72	68397,28
C1972	Centroam√©rica y Carib	Belize	Cosm√©tico	Online	Media	44364	998791825	44406	2075	9,33	263,33	2668231,6	1607102,99
C1973	¡frica	Malawi	Dom√©stic	Offline	Alta	44721	998791825	44756	869	81,73	502,54	4035682,53	3034839,06
C1974	Asia	India	Bebida	Online	Media	44115	998791825	44149	7353	437,2	31,79	81946,15	54901,33
C1975	Asia	Tajikistan	Snacks	Offline	Cr√≠tic	44657	998791825	44704	7003	152,58	97,44	341168,88	217875,84
C1976	Europa	Finland	Material de oficina	Offline	Alta	44429	998791825	44478	2322	651,21	524,96	5641432,23	4547728,48
C1977	¡frica	Rwanda	Dom√©stic	Offline	Baja	44269	998791825	44269	7846	651,21	502,54	6107319,53	4592713,06
C1978	Centroam√©rica y Carib	Belize	Frutas	Online	Baja	44119	998791825	44145	5145	81,73	6,92	35677,92	26462,08
C1979	¡frica	Malawi	Alimento infantil	Online	Alta	44589	998791825	44629	7815	437,2	159,42	2530335,36	1580171,04
C198	Asia	Myanmar	Material de oficina	Online	Baja	44213	267865836	44245	6130	651,21	524,96	3991917,3	3218004,8
C1980	Asia	India	C√°rnico	Offline	Baja	44348	998791825	44365	6486	152,58	364,69	2795443,14	2416435,94
C1981	Asia	Tajikistan	Verduras	Offline	Cr√≠tic	44822	998791825	44845	3821	109,28	90,93	33893,2	20004,6
C1982	Europa	Finland	Bebida	Online	Media	44450	998791825	44485	9511	154,06	31,79	426148,45	285505,99
C1983	¡frica	Rwanda	Bebida	Online	Alta	44432	998791825	44451	5279	81,73	31,79	390323,7	261504,54
C1984	Centroam√©rica y Carib	Belize	Material de oficina	Offline	Media	44023	998791825	44028	9882	109,28	524,96	3454017,84	2784387,84
C1985	¡frica	Malawi	Snacks	Offline	Cr√≠tic	44191	998791825	44201	4104	109,28	97,44	700952,52	447639,36
C1986	Asia	India	Cosm√©tico	Online	Baja	43966	998791825	43982	5764	668,27	263,33	1096934,8	660694,97
C1987	Asia	Tajikistan	Ropa	Offline	Cr√≠tic	44087	998791825	44130	4709	437,2	35,84	271997,92	89205,76
C1988	Europa	Finland	C√°rnico	Online	Media	44399	998791825	44419	7821	154,06	364,69	4218,9	3646,9
C1989	¡frica	Rwanda	Verduras	Offline	Baja	44369	998791825	44391	4009	81,73	90,93	1167004,5	688794,75
C199	¡frica	Botswana	Cereales	Offline	Baja	44749	270005595	44779	4503	205,7	117,11	926267,1	527346,33
C1990	Centroam√©rica y Carib	Belize	Cosm√©tico	Online	Cr√≠tic	44656	998791825	44686	9217	109,28	263,33	4250021,2	2559830,93
C1991	¡frica	Malawi	Snacks	Offline	Baja	44502	998791825	44520	1417	9,33	97,44	1222928,7	780981,6
C1992	Asia	India	Bebida	Online	Baja	44335	998791825	44356	5616	109,28	31,79	287357,2	192520,24
C1993	Asia	Tajikistan	Frutas	Offline	Media	44212	998791825	44226	8848	421,89	6,92	41742,42	30960,08
C1994	Europa	Finland	Cosm√©tico	Offline	Baja	44336	998791825	44369	5182	47,45	263,33	2592596	1561546,9
C1995	¡frica	Rwanda	Frutas	Offline	Alta	44533	998791825	44536	716	205,7	6,92	1072,95	795,8
C1996	Centroam√©rica y Carib	Belize	Bebida	Online	Alta	44777	998791825	44792	8579	154,06	31,79	415424,75	278321,45
C1997	¡frica	Malawi	Cuidado personal	Offline	Cr√≠tic	44668	998791825	44713	3934	668,27	56,67	49364,92	34228,68
C1998	Asia	India	Frutas	Online	Media	43950	998791825	43982	8972	9,33	6,92	60150,51	44613,24
C1999	Asia	Tajikistan	Verduras	Online	Baja	44083	998791825	44089	7917	109,28	90,93	632108,18	373085,79
C2	Europa	Malta	C√°rnico	Online	Alta	43856	106102883	43858	994	421,89	364,69	419358,66	362501,86
C20	Asia	Uzbekistan	Material de oficina	Online	Baja	44348	118465077	44368	3772	651,21	524,96	2456364,12	1980149,12
C200	Europa	Portugal	Snacks	Offline	Cr√≠tic	44266	270904672	44275	3131	152,58	97,44	477727,98	305084,64
C2000	Europa	Finland	Ropa	Offline	Cr√≠tic	44583	998791825	44593	2024	9,33	35,84	373737,6	122572,8
C2001	¡frica	Rwanda	Snacks	Offline	Cr√≠tic	44399	998791825	44419	4578	651,21	35,84	276587,68	90711,04
C2002	Centroam√©rica y Carib	Belize	Cosm√©tico	Online	Baja	44369	998791825	44391	5899	205,7	263,33	2387112	1437781,8
C2003	¡frica	Malawi	Ropa	Offline	Cr√≠tic	44656	998791825	44686	8333	81,73	31,79	357962,8	239823,76
C2004	Asia	India	C√°rnico	Online	Media	44502	998791825	44520	1261	109,28	90,93	559699,98	330348,69
C2005	Asia	Tajikistan	Verduras	Offline	Baja	44335	998791825	44356	6095	47,45	263,33	2451380,4	1476491,31
C2006	Europa	Finland	Cosm√©tico	Online	Cr√≠tic	44212	998791825	44226	1276	421,89	56,67	602840,48	417997,92
C2007	¡frica	Rwanda	Snacks	Offline	Baja	44336	998791825	44369	7277	109,28	6,92	92217,72	68397,28
C2008	Centroam√©rica y Carib	Belize	Bebida	Online	Baja	44533	998791825	44536	1605	205,7	263,33	2668231,6	1607102,99
C2009	¡frica	Malawi	Frutas	Offline	Media	44777	998791825	44792	3795	154,06	502,54	4035682,53	3034839,06
C201	Europa	Spain	Verduras	Offline	Cr√≠tic	44516	271128261	44541	3894	154,06	90,93	599909,64	354081,42
C2010	Asia	India	Cosm√©tico	Offline	Baja	44668	998791825	44713	415	47,45	31,79	81946,15	54901,33
C2011	Asia	Tajikistan	Frutas	Offline	Alta	43950	998791825	43982	62	421,89	97,44	341168,88	217875,84
C2012	Europa	Finland	Bebida	Online	Alta	44083	998791825	44089	8367	154,06	524,96	5641432,23	4547728,48
C2013	¡frica	Rwanda	Cuidado personal	Offline	Cr√≠tic	44583	998791825	44593	2992	47,45	502,54	6107319,53	4592713,06
C2014	Centroam√©rica y Carib	Belize	Frutas	Online	Media	44584	998791825	44594	8628	154,06	6,92	35677,92	26462,08
C2015	¡frica	Malawi	Verduras	Online	Baja	44585	998791825	44595	1999	205,7	159,42	2530335,36	1580171,04
C2016	Asia	India	Ropa	Offline	Cr√≠tic	44586	998791825	44596	6861	109,28	364,69	2795443,14	2416435,94
C2017	Asia	Tajikistan	Snacks	Offline	Cr√≠tic	44587	998791825	44597	8998	255,28	90,93	33893,2	20004,6
C2018	Europa	Finland	Cosm√©tico	Online	Baja	44588	998791825	44598	1229	437,2	31,79	426148,45	285505,99
C2019	¡frica	Rwanda	Ropa	Offline	Cr√≠tic	44533	998791825	44536	8402	81,73	31,79	390323,7	261504,54
C202	¡frica	Cote d'Ivoire	Bebida	Offline	Baja	44266	271611917	44311	703	47,45	31,79	33357,35	22348,37
C2020	Centroam√©rica y Carib	Belize	C√°rnico	Online	Media	44777	998791825	44792	2397	668,27	524,96	3454017,84	2784387,84
C2021	¡frica	Malawi	Verduras	Offline	Baja	44668	998791825	44713	7126	81,73	97,44	700952,52	447639,36
C2022	Asia	India	Cosm√©tico	Online	Cr√≠tic	43950	998791825	43982	3530	421,89	263,33	1096934,8	660694,97
C2023	Asia	Tajikistan	Snacks	Offline	Baja	44083	998791825	44089	4583	154,06	35,84	271997,92	89205,76
C2024	Europa	Finland	Bebida	Online	Baja	44583	998791825	44593	290	9,33	364,69	4218,9	3646,9
C2025	¡frica	Rwanda	Frutas	Offline	Media	44399	998791825	44419	2687	255,28	90,93	1167004,5	688794,75
C2026	Centroam√©rica y Carib	Belize	Cosm√©tico	Offline	Baja	44369	998791825	44391	2687	81,73	263,33	4250021,2	2559830,93
C2027	¡frica	Malawi	Frutas	Offline	Alta	44656	998791825	44686	287	81,73	97,44	1222928,7	780981,6
C2028	Asia	India	Bebida	Online	Alta	44502	998791825	44520	2687	668,27	31,79	287357,2	192520,24
C2029	Europa	Finland	Cuidado personal	Offline	Cr√≠tic	44335	998791825	44356	6587	421,89	6,92	41742,42	30960,08
C203	Europa	Russia	Alimento infantil	Online	Cr√≠tic	43995	272880494	44022	4499	255,28	159,42	1148504,72	717230,58
C2030	¡frica	Rwanda	Frutas	Online	Media	44212	998791825	44226	2687	668,27	263,33	2592596	1561546,9
C2031	Centroam√©rica y Carib	Belize	Verduras	Online	Baja	44336	998791825	44369	4237	651,21	6,92	1072,95	795,8
C204	Australia y Ocean√≠	Federated States of Micronesia	Ropa	Offline	Media	44331	275231397	44372	8257	109,28	35,84	902324,96	295930,88
C205	¡frica	The Gambia	C√°rnico	Offline	Alta	44480	275668275	44524	1982	421,89	364,69	836185,98	722815,58
C206	Europa	Luxembourg	Frutas	Offline	Alta	44841	276825702	44849	7710	9,33	6,92	71934,3	53353,2
C207	¡frica	Liberia	Frutas	Offline	Cr√≠tic	44392	277898585	44438	4507	9,33	6,92	42050,31	31188,44
C208	¡frica	Burundi	Cosm√©tico	Offline	Cr√≠tic	44348	279311788	44374	3474	437,2	263,33	1518832,8	914808,42
C209	¡frica	Syria	Cereales	Offline	Alta	44502	280654180	44515	2739	205,7	117,11	563412,3	320764,29
C21	Asia	Sri Lanka	Cuidado personal	Offline	Media	44040	118491685	44079	9602	81,73	56,67	784771,46	544145,34
C210	Norteam√©ric	United States of America	Ropa	Offline	Alta	44797	280876481	44828	2463	109,28	35,84	269156,64	88273,92
C211	Asia	Japan	Alimento infantil	Offline	Baja	44797	281028401	44839	9840	255,28	159,42	2511955,2	1568692,8
C212	Asia	Laos	Frutas	Offline	Baja	44218	281881988	44241	4093	9,33	6,92	38187,69	28323,56
C213	Europa	Germany	Verduras	Online	Cr√≠tic	44483	282137763	44523	1476	154,06	90,93	227392,56	134212,68
C214	Norteam√©ric	Greenland	Cuidado personal	Online	Cr√≠tic	44035	283068597	44053	276	81,73	56,67	22557,48	15640,92
C215	Centroam√©rica y Carib	Jamaica	C√°rnico	Offline	Alta	44069	284004580	44094	5810	421,89	364,69	2451180,9	2118848,9
C216	Europa	Switzerland	Verduras	Online	Media	43843	284011018	43884	5427	154,06	90,93	836083,62	493477,11
C217	Europa	Sweden	Material de oficina	Online	Media	44326	284194266	44357	3507	651,21	524,96	2283793,47	1841034,72
C218	¡frica	Liberia	Bebida	Online	Media	44545	284414851	44574	6460	47,45	31,79	306527	205363,4
C219	Australia y Ocean√≠	Kiribati	Alimento infantil	Offline	Media	44198	286076533	44200	7730	255,28	159,42	1973314,4	1232316,6
C22	¡frica	The Gambia	Cosm√©tico	Online	Cr√≠tic	44355	120351636	44402	912	437,2	263,33	398726,4	240156,96
C220	Europa	Malta	C√°rnico	Online	Media	44171	287675130	44206	2789	421,89	364,69	1176651,21	1017120,41
C221	Asia	Philippines	Cuidado personal	Online	Baja	43933	288069951	43980	4144	81,73	56,67	338689,12	234840,48
C222	¡frica	Comoros	Alimento infantil	Offline	Baja	44143	288260066	44164	6329	255,28	159,42	1615667,12	1008969,18
C223	Europa	Liechtenstein	Dom√©stic	Offline	Baja	44041	288649737	44073	912	668,27	502,54	609462,24	458316,48
C224	¡frica	Lebanon	Cereales	Online	Baja	44058	288654887	44072	1492	205,7	117,11	306904,4	174728,12
C225	Norteam√©ric	Greenland	Cereales	Offline	Cr√≠tic	44249	288735997	44291	8699	205,7	117,11	1789384,3	1018739,89
C226	¡frica	Chad	Cereales	Online	Media	44817	288909804	44819	5193	205,7	117,11	1068200,1	608152,23
C227	Europa	Macedonia	Dom√©stic	Offline	Baja	44545	289170300	44566	668	668,27	502,54	446404,36	335696,72
C228	¡frica	United Arab Emirates	Cosm√©tico	Offline	Alta	44451	289702451	44488	6847	437,2	263,33	2993508,4	1803020,51
C229	¡frica	Qatar	Cereales	Offline	Alta	44133	290370213	44160	2485	205,7	117,11	511164,5	291018,35
C23	Asia	Myanmar	Snacks	Offline	Media	44403	121176040	44412	3019	152,58	97,44	460639,02	294171,36
C230	¡frica	Iraq	Verduras	Online	Alta	44382	290413558	44413	8367	154,06	90,93	1289020,02	760811,31
C231	Europa	Kosovo	Material de oficina	Online	Baja	44568	291218221	44596	2312	651,21	524,96	1505597,52	1213707,52
C232	Asia	Bhutan	Cosm√©tico	Offline	Cr√≠tic	44208	291455972	44218	4168	437,2	263,33	1822249,6	1097559,44
C233	Centroam√©rica y Carib	Cuba	Ropa	Offline	Alta	44532	291558110	44540	815	109,28	35,84	89063,2	29209,6
C234	Norteam√©ric	Mexico	Alimento infantil	Online	Media	44829	292874753	44843	1163	255,28	159,42	296890,64	185405,46
C235	¡frica	Cote d'Ivoire	Bebida	Online	Media	44013	293212497	44024	1156	47,45	31,79	54852,2	36749,24
C236	¡frica	Nigeria	Cereales	Offline	Alta	44275	294081532	44318	8767	205,7	117,11	1803371,9	1026703,37
C237	Australia y Ocean√≠	Vanuatu	Material de oficina	Offline	Alta	44303	294436013	44347	9000	651,21	524,96	5860890	4724640
C238	¡frica	Kuwait	Verduras	Offline	Baja	43971	295123946	43981	8893	154,06	90,93	1370055,58	808640,49
C239	¡frica	Namibia	C√°rnico	Offline	Media	44868	296272361	44895	2512	421,89	364,69	1059787,68	916101,28
C24	Asia	Bhutan	Ropa	Online	Cr√≠tic	44484	121239984	44490	3270	109,28	35,84	357345,6	117196,8
C240	¡frica	Egypt	Verduras	Online	Baja	44555	297189462	44597	5955	154,06	90,93	917427,3	541488,15
C241	¡frica	Swaziland	Frutas	Offline	Cr√≠tic	44392	299286305	44434	2354	9,33	6,92	21962,82	16289,68
C242	Centroam√©rica y Carib	Antigua and Barbuda 	C√°rnico	Offline	Cr√≠tic	44842	300184953	44869	6869	421,89	364,69	2897962,41	2505055,61
C243	Asia	Sri Lanka	Verduras	Offline	Alta	43905	300342452	43939	1692	154,06	90,93	260669,52	153853,56
C244	Europa	Liechtenstein	Bebida	Offline	Media	43905	302788627	43920	1047	47,45	31,79	49680,15	33284,13
C245	¡frica	Angola	Material de oficina	Online	Cr√≠tic	44701	303301465	44711	6189	651,21	524,96	4030338,69	3248977,44
C246	Asia	Brunei	Dom√©stic	Offline	Cr√≠tic	44212	305997836	44233	404	668,27	502,54	269981,08	203026,16
C247	Australia y Ocean√≠	Samoa 	Ropa	Offline	Cr√≠tic	44158	306187951	44198	4010	109,28	35,84	438212,8	143718,4
C248	Australia y Ocean√≠	Marshall Islands	Frutas	Online	Baja	44316	309631478	44336	9354	9,33	6,92	87272,82	64729,68
C249	¡frica	Democratic Republic of the Congo	Frutas	Online	Cr√≠tic	44089	310540425	44094	5818	9,33	6,92	54281,94	40260,56
C25	¡frica	Mali	Verduras	Online	Cr√≠tic	44523	122546327	44529	6047	154,06	90,93	931600,82	549853,71
C250	Australia y Ocean√≠	Tonga	Cosm√©tico	Online	Cr√≠tic	44073	310661447	44074	4811	437,2	263,33	2103369,2	1266880,63
C251	¡frica	Mozambique	Snacks	Offline	Cr√≠tic	44484	310679471	44486	4777	152,58	97,44	728874,66	465470,88
C252	¡frica	Kuwait	C√°rnico	Online	Media	44645	310803496	44661	6189	421,89	364,69	2611077,21	2257066,41
C253	Europa	Romania	Bebida	Offline	Alta	44546	310959708	44583	6552	47,45	31,79	310892,4	208288,08
C254	¡frica	South Sudan	Cosm√©tico	Online	Cr√≠tic	44325	311518895	44351	5402	437,2	263,33	2361754,4	1422508,66
C255	Asia	Malaysia	Snacks	Offline	Cr√≠tic	44786	311624467	44816	9307	152,58	97,44	1420062,06	906874,08
C256	Centroam√©rica y Carib	Costa Rica	Snacks	Offline	Media	44795	312015855	44803	6864	152,58	97,44	1047309,12	668828,16
C257	Europa	Croatia	Cuidado personal	Online	Alta	43886	313368976	43898	3705	81,73	56,67	302809,65	209962,35
C258	Asia	Nepal	Bebida	Offline	Baja	44870	313789117	44872	7490	47,45	31,79	355400,5	238107,1
C259	Asia	Tajikistan	Alimento infantil	Online	Alta	43922	314270627	43951	2911	255,28	159,42	743120,08	464071,62
C26	¡frica	Burundi	Cuidado personal	Online	Alta	44592	122673785	44632	7761	81,73	56,67	634306,53	439815,87
C260	Europa	Serbia	C√°rnico	Offline	Alta	44668	315544354	44675	6692	421,89	364,69	2823287,88	2440505,48
C261	¡frica	Angola	C√°rnico	Offline	Baja	44099	318850982	44138	2589	421,89	364,69	1092273,21	944182,41
C262	Asia	Japan	Cuidado personal	Online	Baja	44568	320556437	44606	6386	81,73	56,67	521927,78	361894,62
C263	Europa	Iceland	C√°rnico	Online	Media	43882	321273982	43891	903	421,89	364,69	380966,67	329315,07
C264	Europa	Cyprus	Ropa	Offline	Media	44167	321489417	44186	986	109,28	35,84	107750,08	35338,24
C265	Australia y Ocean√≠	East Timor	Bebida	Offline	Alta	44042	322507798	44066	8516	47,45	31,79	404084,2	270723,64
C266	Asia	Tajikistan	Material de oficina	Online	Baja	44364	324687039	44405	7405	651,21	524,96	4822210,05	3887328,8
C267	¡frica	Somalia	Dom√©stic	Online	Cr√≠tic	44568	324860417	44595	8594	668,27	502,54	5743112,38	4318828,76
C268	Europa	Spain	Ropa	Offline	Alta	44236	326138007	44238	5057	109,28	35,84	552628,96	181242,88
C269	Europa	Sweden	Cereales	Online	Cr√≠tic	44663	327741324	44689	6799	205,7	117,11	1398554,3	796230,89
C27	¡frica	Libya	Ropa	Offline	Alta	44388	122917544	44413	1852	109,28	35,84	202386,56	66375,68
C270	¡frica	Ethiopia	Dom√©stic	Offline	Baja	44161	328184640	44180	5857	668,27	502,54	3914057,39	2943376,78
C271	Asia	Turkmenistan	Cuidado personal	Offline	Baja	44838	332419955	44879	1297	81,73	56,67	106003,81	73500,99
C272	Europa	Malta	Ropa	Online	Baja	44779	332489478	44794	4219	109,28	35,84	461052,32	151208,96
C273	¡frica	Malawi	Cosm√©tico	Offline	Baja	44820	334486329	44822	2751	437,2	263,33	1202737,2	724420,83
C274	Europa	Czech Republic	Material de oficina	Offline	Cr√≠tic	43859	335314166	43889	7056	651,21	524,96	4594937,76	3704117,76
C275	Europa	Netherlands	C√°rnico	Offline	Media	44595	335351932	44602	4325	421,89	364,69	1824674,25	1577284,25
C276	Europa	Sweden	Bebida	Offline	Baja	44653	336159169	44667	3783	47,45	31,79	179503,35	120261,57
C277	¡frica	Saudi Arabia	Verduras	Online	Cr√≠tic	44414	336541545	44426	1684	154,06	90,93	259437,04	153126,12
C278	¡frica	Turkey	Cereales	Online	Media	44406	337054812	44437	6314	205,7	117,11	1298789,8	739432,54
C279	Centroam√©rica y Carib	Dominican Republic	Ropa	Offline	Baja	44785	338088214	44822	2991	109,28	35,84	326856,48	107197,44
C28	¡frica	Nigeria	Ropa	Offline	Cr√≠tic	44799	124344480	44845	3797	109,28	35,84	414936,16	136084,48
C280	Asia	Uzbekistan	Cuidado personal	Offline	Alta	44804	338835799	44811	9063	81,73	56,67	740718,99	513600,21
C281	¡frica	Kuwait	Snacks	Offline	Media	44391	338885152	44403	8910	152,58	97,44	1359487,8	868190,4
C282	Australia y Ocean√≠	Federated States of Micronesia	Ropa	Offline	Cr√≠tic	44660	341106021	44692	8943	109,28	35,84	977291,04	320517,12
C283	Australia y Ocean√≠	Samoa 	Material de oficina	Online	Alta	44265	342066037	44300	2606	651,21	524,96	1697053,26	1368045,76
C284	¡frica	Eritrea	Snacks	Online	Baja	44092	342882716	44095	5370	152,58	97,44	819354,6	523252,8
C285	Asia	Singapore	Alimento infantil	Online	Alta	44654	345134484	44664	9742	255,28	159,42	2486937,76	1553069,64
C286	¡frica	Mauritania	Dom√©stic	Offline	Media	44523	345527160	44561	257	668,27	502,54	171745,39	129152,78
C287	Asia	Bhutan	Ropa	Online	Alta	43981	345530164	43990	8483	109,28	35,84	927022,24	304030,72
C288	¡frica	Republic of the Congo	Bebida	Online	Baja	44505	345889794	44515	8018	47,45	31,79	380454,1	254892,22
C289	Europa	Germany	Bebida	Online	Media	44061	349251353	44075	9493	47,45	31,79	450442,85	301782,47
C29	Europa	Norway	Dom√©stic	Online	Cr√≠tic	44248	125325524	44271	6098	668,27	502,54	4075110,46	3064488,92
C290	¡frica	Tunisia 	Cereales	Offline	Media	43896	349350488	43904	5567	205,7	117,11	1145131,9	651951,37
C291	Asia	Myanmar	Cereales	Offline	Media	43837	351650750	43856	5935	205,7	117,11	1220829,5	695047,85
C292	Europa	Romania	Cosm√©tico	Offline	Media	43858	352681577	43893	2319	437,2	263,33	1013866,8	610662,27
C293	Europa	Greece	Snacks	Offline	Cr√≠tic	44602	352765691	44634	3474	152,58	97,44	530062,92	338506,56
C294	¡frica	Benin	Cosm√©tico	Offline	Baja	44770	353145921	44771	187	437,2	263,33	81756,4	49242,71
C295	Centroam√©rica y Carib	Jamaica	Material de oficina	Online	Cr√≠tic	44778	353764760	44800	274	651,21	524,96	178431,54	143839,04
C296	Europa	Liechtenstein	Dom√©stic	Online	Alta	44141	353919684	44176	3585	668,27	502,54	2395747,95	1801605,9
C297	Norteam√©ric	Greenland	Alimento infantil	Online	Cr√≠tic	44091	354335105	44112	6999	255,28	159,42	1786704,72	1115780,58
C298	Europa	Romania	Cosm√©tico	Online	Alta	43916	356403195	43940	9428	437,2	263,33	4121921,6	2482675,24
C299	Asia	China	Cosm√©tico	Online	Alta	44618	358938634	44643	6813	437,2	263,33	2978643,6	1794067,29
C3	Australia y Ocean√≠	Marshall Islands	Cereales	Online	Cr√≠tic	44144	106213176	44156	6845	205,7	117,11	1408016,5	801617,95
C30	¡frica	Kenya	Cosm√©tico	Offline	Media	44438	126011312	44477	3293	437,2	263,33	1439699,6	867145,69
C300	Australia y Ocean√≠	East Timor	Dom√©stic	Offline	Baja	44213	359565198	44232	7129	668,27	502,54	4764096,83	3582607,66
C301	Europa	Albania	Cuidado personal	Online	Media	44518	361234176	44558	5380	81,73	56,67	439707,4	304884,6
C302	Asia	Laos	Frutas	Offline	Alta	44367	363235318	44401	8602	9,33	6,92	80256,66	59525,84
C303	¡frica	Central African Republic	Material de oficina	Offline	Baja	44303	364606463	44340	864	651,21	524,96	562645,44	453565,44
C304	Europa	Netherlands	C√°rnico	Offline	Cr√≠tic	43975	365745437	44020	8263	421,89	364,69	3486077,07	3013433,47
C305	Australia y Ocean√≠	Solomon Islands	Snacks	Offline	Media	44742	366055715	44788	3929	152,58	97,44	599486,82	382841,76
C306	¡frica	Seychelles 	Ropa	Offline	Media	43937	368066298	43977	3024	109,28	35,84	330462,72	108380,16
C307	Asia	Kazakhstan	C√°rnico	Online	Baja	44780	368726766	44794	7740	421,89	364,69	3265428,6	2822700,6
